bairro,area_m2,quartos,banheiros,vagas,andar,idade_anos,preco
Ipanema,210,3,5,2,5,50.0,2996438.95
Grajau,348,4,5,0,23,,1620530.44
Jacarepagua,249,1,2,0,1,8.0,1372935.36
Ipanema,323,2,3,1,7,49.0,4510985.09
Grajau,87,2,2,2,8,2.0,618520.31
Santa Teresa,94,4,5,3,20,22.0,860612.97
Recreio,269,2,2,3,8,17.0,2774651.99
Laranjeiras,125,4,4,0,22,14.0,1137793.58
Copacabana,300,2,2,0,24,43.0,2628319.21
Ipanema,175,4,5,2,16,,3474413.21
Tijuca,90,2,2,2,8,48.0,664084.09
Centro,299,3,5,0,14,52.0,1334574.78
Leblon,203,1,3,1,16,39.0,4377998.82
Copacabana,285,4,6,3,2,4.0,2960045.84
Flamengo,171,1,1,0,20,35.0,1556776.42
Laranjeiras,66,5,5,3,10,37.0,443038.32
Laranjeiras,246,5,6,1,21,22.0,2302056.99
Laranjeiras,65,3,5,2,15,22.0,580473.0
Vila Isabel,240,5,5,2,21,28.0,1617696.41
Centro,160,5,6,2,2,59.0,865881.9
Jacarepagua,282,1,2,2,1,0.0,1601264.83
Vila Isabel,307,4,6,0,2,30.0,1199265.33
Barra da Tijuca,157,2,2,1,21,19.0,1979175.37
Ipanema,311,5,6,3,24,32.0,5503056.26
Laranjeiras,61,5,6,0,24,0.0,668696.18
Tijuca,59,5,5,2,8,55.0,325766.5
Santa Teresa,347,3,5,2,6,27.0,3025206.92
Recreio,211,1,3,0,8,58.0,1351379.15
Vila Isabel,171,1,2,0,20,9.0,1149276.25
Copacabana,75,1,2,3,6,35.0,675559.47
Centro,118,5,6,0,13,40.0,445169.42
Recreio,247,3,4,0,16,47.0,1820270.1
Recreio,292,2,3,0,9,0.0,2689170.69
Botafogo,322,3,5,2,11,38.0,2545856.29
Santa Teresa,157,1,2,3,16,8.0,1293553.41
Barra da Tijuca,172,3,3,0,19,25.0,2096140.1
Vila Isabel,78,3,4,3,4,3.0,461666.42
Recreio,52,4,6,2,12,3.0,406576.19
Copacabana,167,1,2,0,3,45.0,1672181.9
Grajau,213,5,5,0,0,43.0,1130790.31
Leblon,58,1,3,1,16,53.0,923097.18
Tijuca,157,3,5,0,12,42.0,858592.23
Vila Isabel,233,2,2,0,6,35.0,1261853.8
Grajau,288,4,6,1,1,7.0,2226295.19
Grajau,330,4,6,3,23,45.0,2058000.78
Recreio,135,1,3,3,20,13.0,1138225.91
Laranjeiras,152,3,4,2,23,6.0,1634026.32
Tijuca,309,3,5,1,2,43.0,2213474.14
Laranjeiras,250,3,5,1,0,,2103510.75
Jacarepagua,113,1,3,2,5,8.0,693191.04
Copacabana,247,1,2,0,2,32.0,2755510.06
Recreio,76,3,3,2,11,41.0,528974.19
Jacarepagua,170,2,2,3,16,29.0,967873.14
Botafogo,124,3,5,3,4,43.0,1012052.55
Barra da Tijuca,347,1,2,0,9,30.0,3074959.92
Jacarepagua,36,4,6,1,13,,216473.56
Copacabana,303,1,2,1,7,13.0,3701624.88
Leblon,116,4,5,2,11,15.0,2382953.52
Laranjeiras,36,5,5,0,14,48.0,321325.91
Barra da Tijuca,239,2,3,3,23,22.0,2749500.94
Centro,245,1,2,3,7,42.0,882579.37
Meier,71,1,1,1,2,21.0,316080.98
Meier,37,2,2,1,21,31.0,146093.25
Recreio,61,1,2,1,14,36.0,477999.43
Jacarepagua,157,5,5,0,11,28.0,758259.1
Vila Isabel,68,5,6,3,18,44.0,431293.62
Santa Teresa,253,5,6,3,24,55.0,1881086.76
Botafogo,50,5,6,1,3,51.0,358192.26
Flamengo,281,3,3,2,21,55.0,1978284.42
Santa Teresa,309,2,3,1,15,1.0,2856080.83
Copacabana,257,3,4,0,14,45.0,2933284.37
Laranjeiras,331,2,3,1,21,43.0,1904168.91
Jacarepagua,330,5,5,0,7,24.0,1879578.11
Santa Teresa,40,3,3,3,19,18.0,213754.12
Meier,136,2,4,2,14,3.0,723490.82
Vila Isabel,272,4,6,3,23,50.0,1721034.1
Leblon,135,2,4,0,11,50.0,3410962.12
Leblon,264,2,2,2,18,4.0,5981852.36
Grajau,276,2,3,2,12,34.0,1381801.4
Jacarepagua,348,1,1,2,9,33.0,1681604.07
Meier,132,1,3,3,9,10.0,727879.33
Leblon,138,3,3,1,23,32.0,2557641.19
Botafogo,32,5,6,0,20,48.0,253449.54
Vila Isabel,117,2,4,0,5,19.0,660290.05
Tijuca,116,4,6,1,21,43.0,799438.69
Meier,172,2,4,0,14,58.0,700413.67
Tijuca,161,2,3,0,2,27.0,915427.67
Botafogo,303,1,1,0,19,6.0,3184328.09
Leblon,276,3,3,1,4,17.0,5315197.29
Grajau,261,4,4,0,21,8.0,1647536.11
Santa Teresa,26,2,2,1,11,21.0,175566.44
Ipanema,178,3,4,2,22,38.0,3158836.32
Barra da Tijuca,262,3,3,1,12,12.0,3276491.04
Meier,104,2,2,0,2,30.0,361901.38
Barra da Tijuca,163,4,5,2,19,59.0,1887309.0
Flamengo,261,3,5,0,18,15.0,2796024.26
Botafogo,283,1,3,2,7,52.0,1889587.17
Copacabana,302,3,3,1,5,18.0,3195023.17
Barra da Tijuca,164,2,4,1,21,36.0,1702278.1
Meier,154,4,5,0,19,9.0,975662.34
Leblon,149,2,3,1,7,16.0,2947305.24
Vila Isabel,242,5,6,0,17,52.0,1249175.21
Copacabana,161,4,6,2,6,35.0,1595126.45
Ipanema,155,1,2,0,4,34.0,1837599.23
Jacarepagua,79,3,3,2,16,30.0,526861.93
Jacarepagua,180,5,6,1,20,14.0,1214605.31
Tijuca,102,2,2,2,22,55.0,546616.56
Botafogo,195,4,4,2,11,23.0,2060370.1
Ipanema,313,4,4,2,3,0.0,6554085.46
Centro,277,4,4,3,13,54.0,1302925.53
Barra da Tijuca,180,1,2,2,17,2.0,3100448.82
Ipanema,342,2,2,3,24,53.0,7285602.74
Barra da Tijuca,343,2,3,1,2,15.0,4087010.67
Santa Teresa,169,2,2,3,16,4.0,1305920.57
Botafogo,273,5,5,1,12,13.0,2534560.45
Grajau,136,1,3,2,14,39.0,547733.79
Botafogo,310,3,3,1,2,32.0,3434684.78
Leblon,146,5,5,3,0,9.0,2904810.78
Botafogo,108,5,6,1,15,18.0,1314756.65
Tijuca,68,4,4,2,4,12.0,567943.83
Ipanema,298,5,5,0,15,39.0,3889212.76
Meier,121,3,3,2,0,51.0,426573.2
Barra da Tijuca,289,4,5,0,20,15.0,4823172.12
Flamengo,53,3,5,1,8,53.0,400874.15
Jacarepagua,187,1,2,0,11,24.0,938495.06
Recreio,164,1,3,1,8,4.0,1198022.99
Jacarepagua,167,5,6,1,10,19.0,931947.42
Leblon,79,1,3,1,13,52.0,1679526.27
Flamengo,49,2,3,1,16,48.0,443543.65
Ipanema,137,4,5,0,17,43.0,2157618.64
Flamengo,177,3,4,2,24,23.0,2172464.89
Santa Teresa,282,3,5,3,4,46.0,2142830.63
Laranjeiras,175,5,6,1,21,42.0,1524015.08
Recreio,104,4,5,0,15,47.0,1029706.81
Tijuca,110,5,5,0,7,33.0,686524.25
Grajau,223,4,6,2,22,30.0,1715380.53
Botafogo,166,5,6,3,17,58.0,1323737.26
Jacarepagua,317,4,6,3,4,56.0,1585997.5
Laranjeiras,167,3,5,1,4,32.0,1308667.8
Grajau,209,5,5,1,16,12.0,1588023.84
Grajau,45,5,6,0,18,24.0,410474.22
Ipanema,87,1,2,0,1,30.0,1528757.25
Grajau,301,5,5,3,15,40.0,1941626.84
Ipanema,137,4,4,1,13,19.0,2100596.29
Meier,161,5,6,1,24,2.0,1009564.04
Grajau,216,4,4,1,18,49.0,1056161.71
Centro,43,5,6,1,22,56.0,233626.93
Santa Teresa,189,2,4,3,0,4.0,1673324.37
Barra da Tijuca,137,1,1,3,19,19.0,1717369.97
Tijuca,73,1,1,2,8,,618989.57
Tijuca,160,2,2,1,13,45.0,1216702.86
Barra da Tijuca,170,2,4,2,21,46.0,1922587.34
Flamengo,85,3,5,1,21,20.0,917031.1
Recreio,201,1,3,2,5,18.0,1452938.26
Laranjeiras,267,1,1,0,6,24.0,2205218.73
Recreio,111,3,4,2,18,14.0,801770.77
Tijuca,339,4,4,0,21,26.0,2268857.36
Leblon,224,1,2,2,15,15.0,4823549.8
Meier,276,3,3,2,1,3.0,1128449.54
Grajau,47,4,5,0,4,42.0,288045.92
Vila Isabel,274,4,6,2,18,47.0,1712779.24
Botafogo,134,1,3,0,18,17.0,1468347.93
Jacarepagua,255,4,4,1,22,24.0,889848.14
Flamengo,286,1,1,0,13,24.0,2578674.03
Centro,106,2,2,2,10,1.0,525583.38
Ipanema,109,2,2,2,2,32.0,1512348.61
Meier,44,5,6,1,19,27.0,279137.48
Copacabana,221,1,2,3,23,56.0,1351567.27
Ipanema,276,4,6,2,1,22.0,3899485.94
Centro,158,5,6,2,12,47.0,864390.86
Ipanema,77,5,6,0,8,23.0,1141360.02
Barra da Tijuca,127,2,2,2,18,11.0,1502041.33
Meier,155,1,1,2,19,20.0,1096264.23
Centro,322,2,3,3,5,52.0,1548596.58
Recreio,65,4,6,2,23,15.0,649694.38
Ipanema,136,1,3,0,3,50.0,2001815.52
Laranjeiras,232,4,5,2,19,39.0,1989892.05
Santa Teresa,101,2,2,0,18,44.0,817212.09
Grajau,312,4,4,1,4,45.0,2219875.42
Laranjeiras,320,4,4,3,16,31.0,2073715.84
Recreio,148,3,4,3,6,36.0,1056878.06
Grajau,267,4,5,3,6,4.0,1874343.99
Jacarepagua,270,5,6,1,2,41.0,1217019.78
Leblon,246,2,2,2,18,42.0,5346074.78
Vila Isabel,85,3,4,2,20,6.0,612233.47
Tijuca,41,4,4,0,12,31.0,354977.05
Santa Teresa,137,5,6,3,19,30.0,1188459.59
Barra da Tijuca,67,3,4,3,8,18.0,993055.98
Grajau,120,2,2,0,14,3.0,726071.75
Meier,232,5,6,3,19,0.0,1228278.09
Jacarepagua,216,5,5,1,10,12.0,1140295.29
Tijuca,93,3,4,2,15,13.0,840215.45
Vila Isabel,30,1,2,2,3,12.0,159058.1
Copacabana,98,2,3,0,12,36.0,878368.65
Jacarepagua,172,3,3,0,21,25.0,829979.21
Barra da Tijuca,278,4,5,2,19,6.0,5423779.81
Meier,143,4,6,3,7,5.0,776743.89
Botafogo,117,5,6,3,13,,1191077.23
Centro,204,1,3,1,15,56.0,785286.98
Barra da Tijuca,48,3,5,3,23,49.0,600883.39
Leblon,98,4,4,1,20,45.0,1348992.77
Leblon,36,5,6,2,20,,672653.85
Flamengo,195,1,1,1,18,42.0,1494932.58
Botafogo,169,5,6,2,8,4.0,1956896.95
Tijuca,214,1,3,2,9,10.0,1403813.46
Centro,225,1,3,2,11,8.0,1679839.82
Tijuca,153,5,6,1,10,11.0,1224552.89
Barra da Tijuca,307,4,6,2,23,21.0,3570744.21
Botafogo,323,5,6,2,21,2.0,4468435.71
Barra da Tijuca,61,4,4,1,22,48.0,629510.18
Flamengo,324,4,4,2,15,42.0,2507875.84
Meier,88,3,5,0,4,38.0,453613.72
Santa Teresa,105,3,5,3,3,10.0,511962.85
Laranjeiras,197,3,5,0,6,52.0,1583685.08
Copacabana,34,2,3,3,16,0.0,393507.29
Barra da Tijuca,143,5,5,3,9,59.0,1222765.88
Tijuca,88,2,4,3,16,,723898.74
Meier,181,4,4,0,21,12.0,951632.69
Botafogo,289,4,6,0,8,11.0,3572308.85
Santa Teresa,325,3,4,0,23,41.0,2401241.51
Tijuca,93,4,5,1,12,48.0,594186.74
Jacarepagua,202,1,2,3,20,27.0,1109878.52
Ipanema,179,2,4,3,1,3.0,3044709.94
Grajau,159,3,5,2,6,29.0,1204815.21
Grajau,230,2,2,3,23,28.0,1759299.69
Laranjeiras,346,5,6,0,22,19.0,3054467.18
Barra da Tijuca,156,5,6,3,14,54.0,1335559.52
Copacabana,46,4,4,1,0,20.0,453245.02
Flamengo,322,2,4,2,1,14.0,3452655.25
Recreio,327,1,1,3,10,40.0,2747577.9
Santa Teresa,129,4,5,2,22,37.0,1011313.0
Flamengo,188,5,6,1,9,37.0,1212845.33
Meier,305,3,4,2,22,30.0,1761674.58
Santa Teresa,188,5,5,1,13,19.0,1733041.44
Vila Isabel,181,5,5,2,3,15.0,1133342.67
Recreio,324,3,5,1,14,7.0,3688120.58
Copacabana,294,2,4,1,9,11.0,2793651.27
Ipanema,189,1,1,0,5,34.0,3191552.28
Recreio,77,4,6,1,16,24.0,526844.52
Meier,167,3,4,2,5,44.0,850940.32
Copacabana,244,1,1,3,22,48.0,2697131.34
Ipanema,113,1,2,0,20,33.0,2373030.78
Flamengo,199,5,6,0,19,6.0,2272112.0
Laranjeiras,239,2,2,2,1,0.0,2143570.18
Copacabana,52,2,4,2,24,13.0,605319.12
Jacarepagua,210,4,5,0,12,16.0,1182641.13
Ipanema,264,2,3,1,18,4.0,4687214.5
Flamengo,94,5,6,0,4,46.0,887456.73
Vila Isabel,203,4,5,0,19,22.0,1531973.8
Grajau,255,2,2,0,7,44.0,1117540.6
Meier,39,2,4,2,17,12.0,220027.35
Centro,234,5,6,3,6,0.0,1459675.53
Grajau,109,3,4,1,23,8.0,721000.84
Centro,154,5,6,0,17,28.0,918862.25
Recreio,235,2,2,3,11,28.0,2209463.7
Laranjeiras,26,1,3,1,11,26.0,257036.11
Meier,30,5,6,0,0,57.0,141813.06
Vila Isabel,170,2,3,0,7,39.0,821438.86
Jacarepagua,333,5,6,1,19,43.0,1726835.79
Grajau,26,4,6,2,20,7.0,171005.33
Copacabana,281,2,2,1,24,27.0,3384118.89
Copacabana,49,4,4,1,2,37.0,507930.94
Ipanema,183,1,2,1,6,,3202075.5
Meier,164,2,2,3,19,56.0,851247.66
Flamengo,177,2,2,2,9,28.0,1755092.29
Botafogo,51,4,5,2,6,22.0,447914.93
Leblon,269,3,5,1,7,56.0,3515612.36
Vila Isabel,114,4,6,2,22,20.0,798001.43
Laranjeiras,275,3,3,3,21,34.0,2935353.9
Centro,238,4,6,2,0,1.0,1415576.13
Jacarepagua,204,1,2,3,21,9.0,995726.4
Recreio,125,4,4,0,13,3.0,1463135.99
Copacabana,236,1,3,3,21,25.0,2939202.4
Leblon,349,1,2,3,15,55.0,6137658.93
Grajau,325,4,5,2,17,,1995207.85
Barra da Tijuca,322,1,2,3,14,58.0,3187839.59
Flamengo,96,4,6,2,18,52.0,854117.87
Flamengo,215,1,1,1,20,0.0,2543446.6
Tijuca,154,1,1,2,12,0.0,1099442.13
Botafogo,339,5,6,2,2,54.0,2725857.48
Flamengo,333,1,1,0,2,35.0,2518335.35
Ipanema,307,5,6,0,10,10.0,6888159.98
Jacarepagua,77,2,3,1,11,57.0,395277.44
Grajau,128,4,4,2,21,33.0,761695.33
Flamengo,256,5,6,0,0,38.0,1710159.2
Laranjeiras,268,1,2,3,22,40.0,2355062.65
Ipanema,138,2,3,0,1,12.0,2173165.43
Leblon,69,3,3,3,12,21.0,1349764.42
Tijuca,69,5,6,2,10,7.0,435068.27
Tijuca,247,1,3,1,13,31.0,1414191.46
Leblon,172,1,2,1,1,59.0,2746477.83
Santa Teresa,184,2,2,2,19,37.0,1261061.89
Leblon,289,2,4,0,3,41.0,7051657.68
Flamengo,30,2,2,2,19,11.0,338103.84
Meier,270,1,1,2,14,32.0,1104139.76
Centro,114,5,5,0,22,59.0,411968.53
Botafogo,327,4,6,3,24,5.0,4162522.04
Tijuca,335,1,1,2,21,12.0,2454376.13
Centro,188,3,4,0,11,43.0,1120757.27
Tijuca,127,4,4,2,10,0.0,1042409.86
Flamengo,100,4,4,1,16,12.0,713301.81
Copacabana,83,5,6,3,16,56.0,656059.57
Ipanema,349,4,6,1,19,1.0,6151111.37
Flamengo,85,4,4,3,12,25.0,840648.63
Centro,170,1,1,3,11,19.0,820083.82
Copacabana,180,1,1,0,2,23.0,1974973.11
Grajau,245,4,6,1,4,15.0,1293798.4
Copacabana,298,5,5,0,20,16.0,3622269.67
Santa Teresa,206,2,2,1,24,45.0,1509860.33
Flamengo,271,4,5,0,15,1.0,3534152.18
Santa Teresa,209,2,2,2,8,7.0,1739831.24
Santa Teresa,166,3,3,0,1,,1083297.96
Tijuca,76,4,5,2,1,49.0,529360.85
Laranjeiras,92,4,5,1,16,23.0,812416.01
Botafogo,165,1,1,3,16,2.0,2165775.32
Jacarepagua,39,5,6,3,7,31.0,185836.13
Botafogo,127,5,5,2,4,37.0,1177139.57
Jacarepagua,175,3,5,1,1,27.0,803082.7
Grajau,178,2,2,2,17,5.0,1381828.47
Recreio,289,3,3,2,15,52.0,2189765.34
Ipanema,339,5,5,0,8,,4376930.6
Tijuca,262,3,5,1,18,54.0,1434321.19
Laranjeiras,50,1,2,3,21,57.0,395371.94
Jacarepagua,157,1,3,1,12,19.0,791830.44
Meier,262,5,5,0,6,25.0,1002997.95
Recreio,218,4,4,3,0,57.0,1395087.23
Tijuca,173,4,4,3,19,,1216095.29
Meier,166,1,2,2,14,51.0,713730.41
Centro,156,1,1,2,8,38.0,850114.94
Grajau,213,2,4,1,0,55.0,1188113.19
Centro,83,2,4,1,20,0.0,534570.47
Santa Teresa,193,2,2,3,23,42.0,1131002.39
Vila Isabel,91,3,4,3,12,48.0,430868.22
Ipanema,246,2,3,1,6,11.0,4688172.44
Barra da Tijuca,306,1,3,1,15,44.0,3403799.75
Barra da Tijuca,190,3,4,0,21,11.0,2366541.9
Copacabana,150,4,5,0,14,54.0,1240555.24
Leblon,330,4,4,1,0,54.0,5790950.6
Laranjeiras,239,2,3,2,4,0.0,2238910.95
Barra da Tijuca,164,2,4,2,2,30.0,2036979.11
Leblon,34,3,4,3,10,22.0,791205.15
Tijuca,30,1,1,1,11,53.0,166283.42
Tijuca,96,5,5,0,13,19.0,792805.75
Leblon,101,5,5,3,18,43.0,1940727.12
Ipanema,259,1,3,3,2,7.0,4726315.02
Laranjeiras,187,5,5,2,23,12.0,1250648.56
Vila Isabel,349,1,2,0,6,59.0,1407365.66
Jacarepagua,200,3,4,1,13,23.0,975508.68
Centro,318,4,4,2,5,45.0,1443221.31
Grajau,204,2,4,3,8,58.0,1072521.56
Vila Isabel,141,2,4,2,20,57.0,737613.55
Copacabana,257,1,3,1,1,,3216106.13
Santa Teresa,171,4,6,1,12,13.0,1216525.07
Ipanema,114,1,3,1,14,42.0,1914436.73
Copacabana,178,3,5,0,14,55.0,2106701.19
Recreio,241,2,3,0,9,58.0,1439332.62
Laranjeiras,147,5,6,3,9,43.0,1031540.73
Ipanema,253,5,6,1,22,6.0,4399234.51
Tijuca,343,5,5,3,6,44.0,2093242.55
Botafogo,158,4,5,1,12,16.0,1561230.41
Barra da Tijuca,120,3,4,3,9,48.0,917382.92
Santa Teresa,155,2,2,0,19,32.0,891326.81
Tijuca,297,1,3,0,20,11.0,2669821.69
Botafogo,83,5,6,2,21,50.0,902128.93
Ipanema,341,2,3,3,2,59.0,5419425.61
Leblon,159,3,4,0,2,30.0,3104972.95
Ipanema,298,1,3,2,9,48.0,3626886.98
Meier,280,2,3,0,11,3.0,1495183.98
Recreio,279,4,6,2,1,16.0,1702166.53
Jacarepagua,320,3,4,2,22,7.0,1584649.78
Vila Isabel,85,3,3,2,22,17.0,582632.6
Meier,217,2,4,1,10,22.0,1205501.77
Leblon,57,1,1,1,19,25.0,1554433.32
Barra da Tijuca,122,5,5,2,14,19.0,1516660.79
Tijuca,38,3,5,1,16,32.0,205891.36
Vila Isabel,246,2,4,2,21,13.0,1621834.1
Tijuca,222,2,4,0,2,,1449360.34
Leblon,265,4,6,1,5,50.0,4151571.26
Laranjeiras,82,3,3,0,10,33.0,718204.79
Recreio,132,2,4,0,22,1.0,1013448.04
Ipanema,244,5,6,1,14,19.0,4336386.8
Flamengo,293,5,5,1,9,49.0,2537629.25
Botafogo,312,1,2,0,0,,3954736.95
Grajau,48,4,4,0,14,55.0,272787.01
Vila Isabel,155,5,6,3,6,17.0,1098087.68
Barra da Tijuca,28,3,4,2,8,37.0,287983.35
Meier,291,1,1,2,24,28.0,1471237.44
Meier,64,1,3,2,13,37.0,367297.79
Centro,292,4,5,0,3,47.0,1080501.93
Ipanema,75,5,6,2,1,8.0,1223717.67
Tijuca,29,1,2,3,9,21.0,237854.99
Leblon,310,3,4,1,1,34.0,5508753.89
Flamengo,167,3,5,3,10,15.0,1552501.06
Ipanema,163,2,2,3,10,22.0,2632698.95
Jacarepagua,235,4,6,2,21,53.0,1165290.5
Flamengo,114,5,5,0,8,13.0,1289130.46
Santa Teresa,249,2,4,2,6,11.0,2207713.9
Tijuca,164,1,2,3,15,34.0,1099353.59
Copacabana,113,2,3,2,15,5.0,1654142.32
Flamengo,153,2,2,3,0,0.0,1608441.49
Copacabana,26,4,5,2,2,52.0,263239.38
Copacabana,122,3,4,1,4,16.0,1161898.79
Santa Teresa,217,1,3,3,19,7.0,2312764.79
Vila Isabel,69,2,4,0,5,39.0,382292.65
Flamengo,63,4,5,1,24,28.0,356658.29
Vila Isabel,238,3,4,0,11,27.0,1763180.03
Ipanema,164,3,4,2,23,26.0,2865758.89
Ipanema,69,2,3,3,6,8.0,1155234.3
Tijuca,268,2,2,3,10,51.0,1429473.13
Copacabana,277,1,1,0,3,0.0,3596282.67
Grajau,36,1,3,2,21,28.0,207563.48
Copacabana,90,1,1,3,14,16.0,971151.11
Meier,145,4,5,3,1,38.0,595365.2
Vila Isabel,262,1,3,2,18,32.0,1490913.13
Laranjeiras,49,3,4,0,22,23.0,421944.46
Botafogo,286,5,6,1,17,32.0,3234050.94
Jacarepagua,128,4,6,3,20,13.0,822004.33
Meier,65,3,3,2,6,7.0,376286.21
Laranjeiras,305,1,2,1,10,54.0,2424349.81
Recreio,53,3,3,0,21,36.0,402497.92
Tijuca,67,5,6,2,15,39.0,368298.57
Laranjeiras,333,2,2,1,15,59.0,3046732.89
Grajau,193,5,6,1,19,54.0,1230171.59
Jacarepagua,175,4,5,3,15,35.0,1156502.96
Copacabana,248,2,2,0,3,47.0,2669379.69
Jacarepagua,229,1,2,0,5,31.0,1107875.6
Grajau,224,1,2,3,19,14.0,1034394.7
Santa Teresa,32,2,3,3,6,37.0,175279.42
Recreio,204,2,2,1,16,54.0,1497612.62
Leblon,115,4,5,3,11,52.0,1945025.57
Meier,287,3,3,0,15,30.0,1351518.53
Vila Isabel,189,3,3,0,5,56.0,567250.33
Santa Teresa,65,4,5,1,7,11.0,507597.52
Copacabana,313,4,5,2,17,,3379840.87
Tijuca,117,4,4,0,4,24.0,702060.66
Jacarepagua,113,5,5,0,7,12.0,743738.84
Ipanema,329,2,3,3,24,57.0,4010256.81
Grajau,276,5,6,2,3,6.0,1635747.95
Ipanema,304,3,5,2,14,32.0,5055142.71
Centro,240,1,1,3,3,46.0,1272699.63
Grajau,320,1,3,0,17,6.0,2215081.85
Flamengo,62,1,2,3,3,2.0,760119.82
Laranjeiras,219,5,6,1,14,33.0,1502299.83
Botafogo,120,1,1,3,10,54.0,791102.34
Vila Isabel,154,5,5,3,17,0.0,835315.68
Recreio,102,4,6,0,0,1.0,648872.83
Copacabana,91,3,3,0,12,55.0,881566.88
Barra da Tijuca,168,5,5,2,13,36.0,1627548.44
Barra da Tijuca,323,5,5,2,6,42.0,2693990.1
Jacarepagua,231,5,6,0,7,16.0,1394934.66
Botafogo,138,3,5,1,17,18.0,1684037.24
Recreio,165,2,2,3,13,28.0,1487031.73
Recreio,197,1,3,3,14,12.0,1905336.8
Tijuca,104,5,6,0,23,26.0,652438.07
Flamengo,194,5,6,2,10,57.0,1516772.11
Tijuca,251,3,4,0,21,44.0,1743454.86
Laranjeiras,104,1,1,1,24,52.0,760525.36
Botafogo,214,5,5,0,14,29.0,2206777.35
Vila Isabel,255,2,4,2,5,47.0,1055680.36
Barra da Tijuca,193,3,3,0,10,25.0,2088137.46
Copacabana,119,4,5,0,1,37.0,1234867.65
Leblon,205,1,2,0,17,43.0,4709913.71
Vila Isabel,282,1,1,0,6,49.0,1671627.36
Grajau,97,1,3,0,23,55.0,603297.08
Botafogo,211,5,6,2,16,6.0,2460547.95
Centro,246,5,6,3,12,47.0,1183382.02
Meier,129,3,4,1,4,42.0,447572.89
Leblon,150,3,3,3,2,44.0,2273925.04
Recreio,313,3,3,2,16,0.0,2527308.75
Flamengo,143,2,3,1,19,29.0,1454225.07
Santa Teresa,219,3,5,0,6,57.0,1473144.7
Vila Isabel,73,2,2,3,0,54.0,384655.7
Ipanema,325,4,6,0,7,13.0,6665486.38
Botafogo,218,2,2,1,19,29.0,2269401.01
Recreio,272,4,6,0,14,51.0,1571278.16
Leblon,220,5,6,3,2,55.0,3517545.0
Meier,140,2,3,3,2,19.0,627295.44
Copacabana,135,1,2,1,2,48.0,1366220.52
Ipanema,252,3,4,1,18,,3508445.89
Copacabana,304,1,1,2,19,9.0,3758422.97
Tijuca,66,2,3,2,10,1.0,570957.39
Laranjeiras,299,4,6,1,17,2.0,2711947.59
Leblon,294,3,3,1,0,8.0,7107120.08
Santa Teresa,60,3,5,0,14,44.0,319629.32
Tijuca,60,4,5,1,6,23.0,429059.47
Copacabana,250,1,3,2,20,41.0,2587728.97
Barra da Tijuca,298,3,5,2,12,,4500653.06
Laranjeiras,152,1,1,3,21,36.0,1038672.03
Ipanema,233,3,3,2,14,44.0,2696575.33
Ipanema,349,2,4,3,11,58.0,5234935.79
Vila Isabel,129,5,5,2,23,19.0,796494.95
Meier,98,2,3,1,24,32.0,500184.46
Barra da Tijuca,347,2,4,1,11,,3687794.1
Laranjeiras,116,1,2,2,8,20.0,1172702.75
Vila Isabel,178,1,1,1,16,38.0,1057571.07
Barra da Tijuca,168,2,2,3,4,33.0,1927262.15
Meier,195,2,4,0,9,49.0,697720.03
Copacabana,112,4,6,0,21,1.0,1588855.19
Tijuca,245,5,6,1,22,,1623219.52
Meier,249,5,6,0,10,34.0,1075619.89
Leblon,90,5,6,0,9,34.0,1365635.41
Santa Teresa,181,5,6,1,21,54.0,1140602.45
Santa Teresa,43,3,4,0,5,40.0,327119.99
Botafogo,96,2,3,0,1,0.0,1097368.03
Barra da Tijuca,345,4,6,2,1,29.0,3598441.76
Leblon,189,2,4,1,2,50.0,3201251.48
Jacarepagua,227,4,5,3,21,52.0,1131016.75
Ipanema,313,5,6,0,1,48.0,4345895.7
Barra da Tijuca,256,1,1,2,8,28.0,3055740.27
Meier,282,4,6,2,15,6.0,1365007.0
Centro,256,5,5,2,15,12.0,1576932.18
Meier,187,3,3,2,20,50.0,625109.97
Botafogo,230,2,3,0,24,20.0,2770436.75
Laranjeiras,118,2,2,3,10,45.0,761322.3
Flamengo,314,1,2,1,5,2.0,3749144.64
Laranjeiras,83,2,4,2,2,29.0,431161.6
Jacarepagua,312,4,6,1,22,57.0,1858869.99
Grajau,310,3,4,1,9,14.0,1590368.06
Barra da Tijuca,71,2,3,2,22,1.0,835924.02
Vila Isabel,255,3,4,3,8,17.0,1648031.37
Botafogo,346,5,5,3,18,,4465551.26
Botafogo,210,1,3,2,16,36.0,1958776.23
Jacarepagua,135,1,1,2,17,11.0,941711.42
Meier,310,5,6,2,16,14.0,1507886.89
Laranjeiras,191,4,6,3,7,35.0,1456466.41
Tijuca,64,3,5,0,2,19.0,418863.77
Grajau,106,5,6,3,0,39.0,549071.62
Tijuca,246,3,3,2,10,55.0,997021.37
Meier,172,3,5,2,22,55.0,758476.67
Grajau,95,2,4,2,16,43.0,554061.07
Meier,284,5,6,3,16,58.0,1391449.25
Flamengo,64,4,4,2,6,44.0,414995.74
Grajau,96,2,3,0,12,4.0,631120.59
Santa Teresa,176,4,5,3,10,57.0,1247879.64
Jacarepagua,37,4,6,2,3,34.0,195251.7
Recreio,150,1,3,3,15,,1483574.03
Leblon,320,1,1,3,9,37.0,6403596.05
Meier,330,3,3,3,10,14.0,1894073.65
Grajau,308,4,6,0,14,,2467140.9
